run,manifest_id,seed,experiment,condition,protocol,independent_value,algorithm,backbone_mode,steps,batch_size,num_source_domains,total_source_images,final_objective,last100_mean_objective,minimum_objective,final_mean_logged_source_ce,final_worst_logged_source_ce,last100_mean_logged_source_ce,last100_mean_worst_logged_source_ce,adaptive_beta_a_final,adaptive_beta_b_final,checkpoint_selection,checkpoint_path,history_path,manifest_path
E1_2types_inftask,afda288b86d9209f,0,E1,2_types,mechanism,2,inftask,finetune_last_stage,1000,64,2,40000,1.1958723068237305,1.4718839287757874,0.8088006973266602,1.149865210056305,1.1933629512786865,1.299528686106205,1.4719252049922944,,,final,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E1_2types_inftask/checkpoints/final.pt,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E1_2types_inftask/history.jsonl,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E1_2types_inftask/manifest.json
E1_2types_iro,36a4764baeba742f,0,E1,2_types,mechanism,2,iro,finetune_last_stage,1000,64,2,40000,1.232123613357544,1.4751725113391876,0.7890342473983765,1.13790762424469,1.2291219234466553,1.296898910701275,1.475297526717186,0.9999882578849792,1.0,final,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E1_2types_iro/checkpoints/final.pt,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E1_2types_iro/history.jsonl,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E1_2types_iro/manifest.json
E1_4types_erm,167bc06f86c7bf08,0,E1,4_types,mechanism,4,erm,finetune_last_stage,1000,64,4,40000,0.8135929107666016,0.7792221957445145,0.3332490622997284,1.0314132794737816,1.9937710762023926,0.9016981083899737,1.500553440451622,,,final,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E1_4types_erm/checkpoints/final.pt,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E1_4types_erm/history.jsonl,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E1_4types_erm/manifest.json
E1_4types_groupdro,de5f90cff550e8df,0,E1,4_types,mechanism,4,groupdro,finetune_last_stage,1000,64,4,40000,2.3198044300079346,1.5285399621725082,0.26998281478881836,1.4309464693069458,2.321622133255005,1.2452152470499278,1.7851003766059876,,,final,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E1_4types_groupdro/checkpoints/final.pt,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E1_4types_groupdro/history.jsonl,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E1_4types_groupdro/manifest.json
E1_4types_inftask,f69e1db5f5d9e6a7,0,E1,4_types,mechanism,4,inftask,finetune_last_stage,1000,64,4,40000,1.630392074584961,1.38799891769886,0.7580477595329285,1.2435797452926636,2.0786094665527344,1.044039206467569,1.5825055897235871,,,final,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E1_4types_inftask/checkpoints/final.pt,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E1_4types_inftask/history.jsonl,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E1_4types_inftask/manifest.json
E1_4types_iro,e5a63f11fce650e2,0,E1,4_types,mechanism,4,iro,finetune_last_stage,1000,64,4,40000,1.4975149631500244,1.375458373427391,0.7471672892570496,1.160341501235962,1.8920385837554932,1.0451415887940676,1.5811750638484954,0.9999966025352478,1.0000001192092896,final,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E1_4types_iro/checkpoints/final.pt,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E1_4types_iro/history.jsonl,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E1_4types_iro/manifest.json
E1_8types_erm,3abb3181b4fd724c,0,E1,8_types,mechanism,8,erm,finetune_last_stage,1000,64,8,40000,0.7437651753425598,0.7982835727930069,0.3186093866825104,1.1148630119860172,2.1550450325012207,1.0920724847819656,2.119217164516449,,,final,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E1_8types_erm/checkpoints/final.pt,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E1_8types_erm/history.jsonl,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E1_8types_erm/manifest.json
E1_8types_groupdro,c6d21b6aa2fcc24e,0,E1,8_types,mechanism,8,groupdro,finetune_last_stage,1000,64,8,40000,1.4576869010925293,1.8139769399166108,0.5065492391586304,1.435833290219307,2.0759589672088623,1.4547115097008645,2.529333574771881,,,final,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E1_8types_groupdro/checkpoints/final.pt,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E1_8types_groupdro/history.jsonl,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E1_8types_groupdro/manifest.json
E1_8types_inftask,5976c8d2edda0893,0,E1,8_types,mechanism,8,inftask,finetune_last_stage,1000,64,8,40000,1.643675684928894,1.6082393395900727,0.9460208415985107,1.2747859060764313,2.043633222579956,1.1247064279951156,2.096658841371536,,,final,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E1_8types_inftask/checkpoints/final.pt,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E1_8types_inftask/history.jsonl,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E1_8types_inftask/manifest.json
E1_8types_iro,aa87a14f3461301c,0,E1,8_types,mechanism,8,iro,finetune_last_stage,1000,64,8,40000,1.7236402034759521,1.6085549700260162,0.9645208120346069,1.3021103888750076,2.337451696395874,1.1294069107715041,2.0931871140003206,0.9999987483024597,1.0,final,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E1_8types_iro/checkpoints/final.pt,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E1_8types_iro/history.jsonl,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E1_8types_iro/manifest.json
E2_10000pertype_erm,967b4520b0a1830b,0,E2,10000_per_type,mechanism,10000,erm,finetune_last_stage,1000,64,4,40000,0.8135929107666016,0.7792221957445145,0.3332490622997284,1.0314132794737816,1.9937710762023926,0.9016981083899737,1.500553440451622,,,final,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E2_10000pertype_erm/checkpoints/final.pt,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E2_10000pertype_erm/history.jsonl,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E2_10000pertype_erm/manifest.json
E2_10000pertype_groupdro,3cd9308a6fc02297,0,E2,10000_per_type,mechanism,10000,groupdro,finetune_last_stage,1000,64,4,40000,2.3198044300079346,1.5285399621725082,0.26998281478881836,1.4309464693069458,2.321622133255005,1.2452152470499278,1.7851003766059876,,,final,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E2_10000pertype_groupdro/checkpoints/final.pt,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E2_10000pertype_groupdro/history.jsonl,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E2_10000pertype_groupdro/manifest.json
E2_10000pertype_inftask,dea2f58c8793b58b,0,E2,10000_per_type,mechanism,10000,inftask,finetune_last_stage,1000,64,4,40000,1.630392074584961,1.38799891769886,0.7580477595329285,1.2435797452926636,2.0786094665527344,1.044039206467569,1.5825055897235871,,,final,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E2_10000pertype_inftask/checkpoints/final.pt,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E2_10000pertype_inftask/history.jsonl,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E2_10000pertype_inftask/manifest.json
E2_10000pertype_iro,7da4248933f1d15d,0,E2,10000_per_type,mechanism,10000,iro,finetune_last_stage,1000,64,4,40000,1.4975149631500244,1.375458373427391,0.7471672892570496,1.160341501235962,1.8920385837554932,1.0451415887940676,1.5811750638484954,0.9999966025352478,1.0000001192092896,final,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E2_10000pertype_iro/checkpoints/final.pt,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E2_10000pertype_iro/history.jsonl,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E2_10000pertype_iro/manifest.json
E2_1000pertype_erm,40d7b7a82437eccb,0,E2,1000_per_type,mechanism,1000,erm,finetune_last_stage,1000,64,4,4000,0.1599961221218109,0.08396117297001184,0.004697115626186132,0.12485210341401398,0.2756420969963074,0.17337077094300185,0.37153186518698933,,,final,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E2_1000pertype_erm/checkpoints/final.pt,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E2_1000pertype_erm/history.jsonl,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E2_1000pertype_erm/manifest.json
E2_1000pertype_groupdro,6b69562857643b91,0,E2,1000_per_type,mechanism,1000,groupdro,finetune_last_stage,1000,64,4,4000,0.5030052661895752,0.41289591435343026,0.032548438757658005,0.4109826982021332,0.5134531855583191,0.37281772869406266,0.668432050049305,,,final,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E2_1000pertype_groupdro/checkpoints/final.pt,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E2_1000pertype_groupdro/history.jsonl,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E2_1000pertype_groupdro/manifest.json
E2_1000pertype_inftask,264602e67daa4eec,0,E2,1000_per_type,mechanism,1000,inftask,finetune_last_stage,1000,64,4,4000,0.43539851903915405,0.28403547789901495,0.04050622135400772,0.2772021163254976,0.5067553520202637,0.1756554186739959,0.35284227654337885,,,final,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E2_1000pertype_inftask/checkpoints/final.pt,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E2_1000pertype_inftask/history.jsonl,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E2_1000pertype_inftask/manifest.json
E2_1000pertype_iro,b34e2391e11d9f25,0,E2,1000_per_type,mechanism,1000,iro,finetune_last_stage,1000,64,4,4000,0.37487277388572693,0.2803012091293931,0.03826503828167915,0.25305399112403393,0.41406717896461487,0.17002360717393458,0.3576897495239973,0.9999878406524658,1.0000020265579224,final,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E2_1000pertype_iro/checkpoints/final.pt,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E2_1000pertype_iro/history.jsonl,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E2_1000pertype_iro/manifest.json
E2_5000pertype_erm,3db7ddb13d9585d3,0,E2,5000_per_type,mechanism,5000,erm,finetune_last_stage,1000,64,4,20000,0.6233739852905273,0.5196125295758247,0.19910085201263428,0.8231749907135963,1.9665558338165283,0.6534694222547114,1.1509295773506165,,,final,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E2_5000pertype_erm/checkpoints/final.pt,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E2_5000pertype_erm/history.jsonl,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E2_5000pertype_erm/manifest.json
E2_5000pertype_groupdro,6cd8597d814e7b04,0,E2,5000_per_type,mechanism,5000,groupdro,finetune_last_stage,1000,64,4,20000,0.6902746558189392,1.0209833228588103,0.2809256315231323,1.1865231692790985,1.5418435335159302,0.990055181235075,1.4890922963619233,,,final,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E2_5000pertype_groupdro/checkpoints/final.pt,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E2_5000pertype_groupdro/history.jsonl,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E2_5000pertype_groupdro/manifest.json
E2_5000pertype_inftask,944bb5269c82d428,0,E2,5000_per_type,mechanism,5000,inftask,finetune_last_stage,1000,64,4,20000,1.3608990907669067,1.1143100368976593,0.46372729539871216,1.0082132518291473,1.6733061075210571,0.8127584649994969,1.2818600842356682,,,final,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E2_5000pertype_inftask/checkpoints/final.pt,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E2_5000pertype_inftask/history.jsonl,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E2_5000pertype_inftask/manifest.json
E2_5000pertype_iro,27ab46fbfb6cdd02,0,E2,5000_per_type,mechanism,5000,iro,finetune_last_stage,1000,64,4,20000,1.3289668560028076,1.1041731184720993,0.5654321908950806,0.888990119099617,1.5627247095108032,0.8208325157128274,1.2806317710876465,0.9999935626983643,1.0000001192092896,final,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E2_5000pertype_iro/checkpoints/final.pt,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E2_5000pertype_iro/history.jsonl,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E2_5000pertype_iro/manifest.json
E3_balanced_erm,d218283e25b448a1,0,E3,balanced,mechanism,balanced,erm,finetune_last_stage,1000,64,4,40000,0.8135929107666016,0.7792221957445145,0.3332490622997284,1.0314132794737816,1.9937710762023926,0.9016981083899737,1.500553440451622,,,final,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E3_balanced_erm/checkpoints/final.pt,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E3_balanced_erm/history.jsonl,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E3_balanced_erm/manifest.json
E3_balanced_groupdro,a318c44c15d1ca65,0,E3,balanced,mechanism,balanced,groupdro,finetune_last_stage,1000,64,4,40000,2.3198044300079346,1.5285399621725082,0.26998281478881836,1.4309464693069458,2.321622133255005,1.2452152470499278,1.7851003766059876,,,final,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E3_balanced_groupdro/checkpoints/final.pt,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E3_balanced_groupdro/history.jsonl,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E3_balanced_groupdro/manifest.json
E3_balanced_inftask,8cbead26d2f6b363,0,E3,balanced,mechanism,balanced,inftask,finetune_last_stage,1000,64,4,40000,1.630392074584961,1.38799891769886,0.7580477595329285,1.2435797452926636,2.0786094665527344,1.044039206467569,1.5825055897235871,,,final,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E3_balanced_inftask/checkpoints/final.pt,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E3_balanced_inftask/history.jsonl,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E3_balanced_inftask/manifest.json
E3_balanced_iro,7d86ac155ca8ae96,0,E3,balanced,mechanism,balanced,iro,finetune_last_stage,1000,64,4,40000,1.4975149631500244,1.375458373427391,0.7471672892570496,1.160341501235962,1.8920385837554932,1.0451415887940676,1.5811750638484954,0.9999966025352478,1.0000001192092896,final,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E3_balanced_iro/checkpoints/final.pt,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E3_balanced_iro/history.jsonl,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E3_balanced_iro/manifest.json
E3_mild_imbalance_erm,e5e9660533677865,0,E3,mild_imbalance,mechanism,mild_imbalance,erm,finetune_last_stage,1000,64,4,40000,0.8526325225830078,0.8306665346026421,0.4132274091243744,1.0125342160463333,1.284359335899353,0.9084110496938229,1.3977106672525406,,,final,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E3_mild_imbalance_erm/checkpoints/final.pt,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E3_mild_imbalance_erm/history.jsonl,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E3_mild_imbalance_erm/manifest.json
E3_mild_imbalance_groupdro,4b16969777d6726b,0,E3,mild_imbalance,mechanism,mild_imbalance,groupdro,finetune_last_stage,1000,64,4,40000,1.6146299839019775,1.4219862908124923,0.48620691895484924,1.263370931148529,1.791788935661316,1.146134201399982,1.6497588169574737,,,final,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E3_mild_imbalance_groupdro/checkpoints/final.pt,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E3_mild_imbalance_groupdro/history.jsonl,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E3_mild_imbalance_groupdro/manifest.json
E3_mild_imbalance_inftask,00013983c1f1fc0d,0,E3,mild_imbalance,mechanism,mild_imbalance,inftask,finetune_last_stage,1000,64,4,40000,1.5030455589294434,1.3502541887760162,0.8092126846313477,1.1222707629203796,1.6879854202270508,1.0125916642695665,1.5080905550718307,,,final,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E3_mild_imbalance_inftask/checkpoints/final.pt,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E3_mild_imbalance_inftask/history.jsonl,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E3_mild_imbalance_inftask/manifest.json
E3_mild_imbalance_iro,4d72b2e29bfa1eb2,0,E3,mild_imbalance,mechanism,mild_imbalance,iro,finetune_last_stage,1000,64,4,40000,1.2558324337005615,1.3275375938415528,0.7651169300079346,1.0632277727127075,1.4548852443695068,1.014562733853236,1.490313932299614,0.9999960660934448,1.000000238418579,final,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E3_mild_imbalance_iro/checkpoints/final.pt,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E3_mild_imbalance_iro/history.jsonl,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E3_mild_imbalance_iro/manifest.json
E3_strong_imbalance_erm,3b1b5909a194f508,0,E3,strong_imbalance,mechanism,strong_imbalance,erm,finetune_last_stage,1000,64,4,40000,1.0861992835998535,0.9961460518836975,0.38316720724105835,1.1980999559164047,1.7293422222137451,1.1017955011688172,1.6806452476978302,,,final,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E3_strong_imbalance_erm/checkpoints/final.pt,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E3_strong_imbalance_erm/history.jsonl,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E3_strong_imbalance_erm/manifest.json
E3_strong_imbalance_groupdro,1c68d028691a1e95,0,E3,strong_imbalance,mechanism,strong_imbalance,groupdro,finetune_last_stage,1000,64,4,40000,1.5953425168991089,1.533174950480461,0.3752814531326294,1.7492578476667404,2.348985433578491,1.2782769722118974,1.8517317926883698,,,final,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E3_strong_imbalance_groupdro/checkpoints/final.pt,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E3_strong_imbalance_groupdro/history.jsonl,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E3_strong_imbalance_groupdro/manifest.json
E3_strong_imbalance_inftask,78022caf6d56a235,0,E3,strong_imbalance,mechanism,strong_imbalance,inftask,finetune_last_stage,1000,64,4,40000,1.9028022289276123,1.547136276960373,0.7485508918762207,1.4354181438684464,2.097914218902588,1.1827216228470205,1.7265087628364564,,,final,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E3_strong_imbalance_inftask/checkpoints/final.pt,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E3_strong_imbalance_inftask/history.jsonl,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E3_strong_imbalance_inftask/manifest.json
